OID_,vh_raw,vv_raw,roughness_p5,roughness_p25,roughness_p75,roughness_p95,zonal_0219_5m_p95_max,zonal_0219_5m_p95_min,zonal_0219_5m_p95_mean,zonal_0219_5m_p5_max,zonal_0219_5m_p5_min,zonal_0219_5m_p5_mean,zonal_0219_5m_max_min,zonal_0219_5m_max_mean,zonal_0219_5m_med_max,zonal_0219_5m_med_min,zonal_0219_5m_med_mean,zonal_0219_5m_min_max,zonal_0219_5m_min_mean,zonal_0219_5m_range_max,zonal_0219_5m_range_min,zonal_0219_5m_range_mean,zonal_0219_2m_max_min,zonal_0219_2m_max_mean,zonal_0219_2m_med_max,zonal_0219_2m_med_min,zonal_0219_2m_med_mean,zonal_0219_2m_min_max,zonal_0219_2m_min_mean,zonal_0219_2m_range_max,zonal_0219_2m_range_min,zonal_0219_2m_range_mean,zonal_0219_2m_p5_max,zonal_0219_2m_p5_min,zonal_0219_2m_p5_mean,zonal_0219_2m_p95_max,zonal_0219_2m_p95_min,zonal_0219_2m_p95_mean,zonal_0219_1m_max_min,zonal_0219_1m_max_mean,zonal_0219_1m_med_max,zonal_0219_1m_med_min,zonal_0219_1m_med_mean,zonal_0219_1m_min_max,zonal_0219_1m_min_mean,zonal_0219_1m_range_max,zonal_0219_1m_range_min,zonal_0219_1m_range_mean,zonal_0219_1m_p5_max,zonal_0219_1m_p5_min,zonal_0219_1m_p5_mean,zonal_0219_1m_p95_max,zonal_0219_1m_p95_min,zonal_0219_1m_p95_mean,zonal_0219_50cm_max_min,zonal_0219_50cm_max_mean,zonal_0219_50cm_med_max,zonal_0219_50cm_med_min,zonal_0219_50cm_med_mean,zonal_0219_50cm_min_max,zonal_0219_50cm_min_mean,zonal_0219_50cm_range_max,zonal_0219_50cm_range_min,zonal_0219_50cm_range_mean,zonal_0219_50cm_p5_max,zonal_0219_50cm_p5_min,zonal_0219_50cm_p5_mean,zonal_0219_50cm_p95_max,zonal_0219_50cm_p95_min,zonal_0219_50cm_p95_mean,zonal_0219_25cm_max_min,zonal_0219_25cm_max_mean,zonal_0219_25cm_med_max,zonal_0219_25cm_med_min,zonal_0219_25cm_med_mean,zonal_0219_25cm_min_max,zonal_0219_25cm_min_mean,zonal_0219_25cm_range_max,zonal_0219_25cm_range_min,zonal_0219_25cm_range_mean,zonal_0219_25cm_p95_max,zonal_0219_25cm_p95_min,zonal_0219_25cm_p95_mean,zonal_0219_25cm_p5_max,zonal_0219_25cm_p5_min,zonal_0219_25cm_p5_mean
610,0.0342417,0.1491302,0.0008294,0.0014998,0.0033774,0.0057164,0.0060859,0.0053482,0.0057213,0.0008779,0.0007941,0.0008335,0.0111843,0.0244721,0.0023965,0.0021348,0.0022692,0.0002387,0.0002204,0.0418025,0.0109788,0.0242518,0.0076930,0.0132996,0.0034084,0.0016662,0.0023102,0.0003911,0.0002771,0.0417527,0.0074454,0.0130224,0.0010275,0.0006735,0.0008519,0.0093297,0.0038963,0.0056093,0.0049656,0.0097407,0.0042918,0.0015060,0.0023462,0.0007465,0.0003639,0.0415891,0.0046965,0.0093768,0.0015959,0.0005952,0.0008783,0.0165462,0.0034136,0.0055361,0.0030634,0.0073582,0.0081229,0.0011632,0.0024075,0.0015009,0.0005041,0.0411051,0.0027128,0.0068541,0.0027150,0.0004961,0.0009395,0.0276945,0.0026285,0.0052530,0.0018035,0.0055792,0.0148519,0.0007992,0.0025003,0.0041140,0.0007726,0.0378881,0.0014546,0.0048066,0.0296814,0.0013977,0.0047458,0.0056917,0.0003399,0.0010998
611,0.0103257,0.0639757,0.0008950,0.0017390,0.0042181,0.0085751,0.0124169,0.0053568,0.0083379,0.0010129,0.0008191,0.0009094,0.0362936,0.0808744,0.0031909,0.0021224,0.0027469,0.0002711,0.0001900,0.1262672,0.0360919,0.0806844,0.0078991,0.0302960,0.0039282,0.0018015,0.0028037,0.0004183,0.0002946,0.1261204,0.0075574,0.0300013,0.0012505,0.0005913,0.0009361,0.0323404,0.0040597,0.0090109,0.0050072,0.0187699,0.0071533,0.0012004,0.0029333,0.0008712,0.0004067,0.1260398,0.0045833,0.0183632,0.0018352,0.0002310,0.0010026,0.0469894,0.0036130,0.0084475,0.0029366,0.0120502,0.0142468,0.0006960,0.0030825,0.0025453,0.0005839,0.1254369,0.0027091,0.0114663,0.0033398,0.0001326,0.0011219,0.0681387,0.0022306,0.0079659,0.0006046,0.0082776,0.0352961,0.0002638,0.0032608,0.0084671,0.0009736,0.1245108,0.0005140,0.0073040,0.1057923,0.0005368,0.0069004,0.0101360,0.0000796,0.0013929
612,0.0422642,0.2947951,0.0009842,0.0018544,0.0043546,0.0079107,0.0093437,0.0068931,0.0079368,0.0010370,0.0009154,0.0009883,0.0209651,0.0346609,0.0030493,0.0026980,0.0028922,0.0002898,0.0002631,0.0469717,0.0207175,0.0343978,0.0089479,0.0191882,0.0042030,0.0022263,0.0029379,0.0004760,0.0003431,0.0469256,0.0086440,0.0188451,0.0011587,0.0007762,0.0010077,0.0148769,0.0053383,0.0079297,0.0061631,0.0138579,0.0071249,0.0017681,0.0030186,0.0008301,0.0004386,0.0468416,0.0057702,0.0134193,0.0023170,0.0006847,0.0010508,0.0268212,0.0037096,0.0075393,0.0034080,0.0100030,0.0122758,0.0012950,0.0031332,0.0028326,0.0006029,0.0459255,0.0029910,0.0094001,0.0048703,0.0005174,0.0011486,0.0365296,0.0025309,0.0070718,0.0019301,0.0074916,0.0135722,0.0008682,0.0032516,0.0061494,0.0009485,0.0438806,0.0014528,0.0065431,0.0400035,0.0015740,0.0063774,0.0075102,0.0004385,0.0013621
613,0.0237405,0.1846238,0.0009100,0.0016626,0.0037535,0.0063635,0.0070598,0.0058004,0.0063748,0.0009372,0.0008789,0.0009093,0.0171375,0.0268768,0.0026695,0.0023796,0.0025227,0.0002735,0.0002059,0.0490967,0.0169471,0.0266709,0.0073721,0.0157916,0.0035318,0.0019568,0.0025460,0.0003976,0.0002909,0.0489723,0.0070615,0.0155007,0.0011385,0.0007959,0.0009209,0.0089571,0.0046467,0.0063118,0.0054142,0.0109000,0.0041020,0.0017060,0.0026082,0.0006485,0.0004027,0.0489723,0.0051117,0.0104973,0.0014122,0.0006873,0.0009572,0.0148944,0.0037082,0.0061682,0.0037699,0.0081711,0.0070628,0.0013740,0.0026758,0.0012571,0.0005464,0.0483159,0.0032761,0.0076247,0.0022366,0.0005102,0.0010192,0.0287994,0.0026963,0.0059015,0.0018393,0.0062603,0.0172726,0.0008922,0.0027693,0.0033161,0.0008235,0.0477612,0.0013990,0.0054369,0.0474139,0.0017567,0.0053379,0.0060009,0.0003714,0.0011877
614,0.0113683,0.1706703,0.0009266,0.0017376,0.0041663,0.0087666,0.0131517,0.0055448,0.0083349,0.0010334,0.0008618,0.0009340,0.0172355,0.0435070,0.0034750,0.0024823,0.0027801,0.0002874,0.0002306,0.0865762,0.0170753,0.0432764,0.0069459,0.0230112,0.0055008,0.0018089,0.0028875,0.0005211,0.0003186,0.0864487,0.0066168,0.0226927,0.0014528,0.0006662,0.0009812,0.0196327,0.0042984,0.0082302,0.0054722,0.0150460,0.0077628,0.0016274,0.0029834,0.0010726,0.0004253,0.0863859,0.0050644,0.0146206,0.0023954,0.0006229,0.0010394,0.0323449,0.0040152,0.0078407,0.0032523,0.0104979,0.0101403,0.0012489,0.0031008,0.0016658,0.0005898,0.0863859,0.0028979,0.0099081,0.0035226,0.0005104,0.0011275,0.0447313,0.0024807,0.0074285,0.0019472,0.0077021,0.0201224,0.0009285,0.0032570,0.0070227,0.0009247,0.0856741,0.0015247,0.0067773,0.0662991,0.0017312,0.0065093,0.0082559,0.0003513,0.0013486
615,0.0356364,0.2110963,0.0009175,0.0017316,0.0042644,0.0097946,0.0155713,0.0059901,0.0087998,0.0010784,0.0008128,0.0009406,0.0255128,0.0402323,0.0038422,0.0021809,0.0028366,0.0002267,0.0001908,0.0561382,0.0253154,0.0400415,0.0077926,0.0210983,0.0069313,0.0019930,0.0030122,0.0004911,0.0002917,0.0558433,0.0075242,0.0208066,0.0018732,0.0007426,0.0009829,0.0206490,0.0044336,0.0082155,0.0055894,0.0148165,0.0131460,0.0017177,0.0031642,0.0023730,0.0004281,0.0558433,0.0052375,0.0143884,0.0049093,0.0006164,0.0010788,0.0269583,0.0037499,0.0078908,0.0033980,0.0103398,0.0142278,0.0013151,0.0032784,0.0048159,0.0006308,0.0550477,0.0030203,0.0097091,0.0087824,0.0005343,0.0012125,0.0375085,0.0026889,0.0073556,0.0019314,0.0077185,0.0220879,0.0008619,0.0034203,0.0108963,0.0010239,0.0512922,0.0015909,0.0066946,0.0524161,0.0014177,0.0065414,0.0116046,0.0003920,0.0014699
616,0.0280760,0.2240655,0.0008656,0.0015970,0.0037828,0.0069927,0.0089586,0.0053075,0.0068497,0.0010203,0.0007902,0.0008829,0.0136092,0.0234806,0.0030590,0.0021283,0.0024802,0.0002637,0.0002356,0.0339175,0.0133648,0.0232449,0.0078113,0.0160629,0.0037402,0.0020037,0.0025107,0.0004307,0.0003053,0.0337675,0.0074708,0.0157576,0.0011147,0.0007418,0.0008910,0.0115909,0.0045635,0.0068151,0.0048073,0.0117688,0.0047941,0.0016458,0.0025690,0.0005892,0.0003822,0.0335574,0.0043990,0.0113866,0.0015195,0.0006290,0.0009203,0.0167872,0.0036094,0.0065508,0.0038735,0.0086216,0.0079156,0.0011744,0.0026851,0.0017051,0.0005234,0.0334339,0.0032693,0.0080981,0.0023077,0.0004229,0.0009937,0.0208680,0.0026337,0.0061434,0.0018137,0.0065947,0.0151288,0.0008058,0.0027973,0.0048139,0.0008083,0.0310157,0.0012678,0.0057864,0.0284858,0.0015114,0.0055580,0.0073992,0.0003081,0.0011649
617,0.0173651,0.2293416,0.0008278,0.0014798,0.0032273,0.0052265,0.0056457,0.0048979,0.0052288,0.0008557,0.0008051,0.0008302,0.0109978,0.0126750,0.0022810,0.0020719,0.0022074,0.0002396,0.0002093,0.0154646,0.0108031,0.0124657,0.0070804,0.0105224,0.0026392,0.0019092,0.0022202,0.0004304,0.0002823,0.0153702,0.0067587,0.0102401,0.0009648,0.0007647,0.0008375,0.0061263,0.0042687,0.0051774,0.0051529,0.0086320,0.0034896,0.0016360,0.0022416,0.0005667,0.0003677,0.0153702,0.0048099,0.0082644,0.0012356,0.0006768,0.0008588,0.0078847,0.0035810,0.0050969,0.0032283,0.0067418,0.0052327,0.0011088,0.0022977,0.0011375,0.0004977,0.0153057,0.0029037,0.0062441,0.0019133,0.0004363,0.0009177,0.0114911,0.0021107,0.0048761,0.0017371,0.0052819,0.0066981,0.0005927,0.0023609,0.0040061,0.0007380,0.0146479,0.0014286,0.0045440,0.0142947,0.0013440,0.0044757,0.0049112,0.0002906,0.0010562
618,0.0121911,0.2147050,0.0007985,0.0014178,0.0032020,0.0056917,0.0072052,0.0042492,0.0055575,0.0009362,0.0007296,0.0008140,0.0107843,0.0263414,0.0026782,0.0018368,0.0021644,0.0002219,0.0001999,0.0486182,0.0105694,0.0261414,0.0069276,0.0136393,0.0032968,0.0016538,0.0021982,0.0003925,0.0002782,0.0484996,0.0066687,0.0133610,0.0010498,0.0006568,0.0008182,0.0102795,0.0037462,0.0055054,0.0047976,0.0098628,0.0039671,0.0015201,0.0022337,0.0006280,0.0003655,0.0484223,0.0045655,0.0094973,0.0012889,0.0005973,0.0008416,0.0136366,0.0032761,0.0054136,0.0031737,0.0073669,0.0082390,0.0012258,0.0022946,0.0016989,0.0004874,0.0479434,0.0028897,0.0068795,0.0037427,0.0004582,0.0009006,0.0254725,0.0023855,0.0051590,0.0012943,0.0055072,0.0121454,0.0008154,0.0023842,0.0033788,0.0007238,0.0479434,0.0010605,0.0047834,0.0402334,0.0011263,0.0046622,0.0048043,0.0003255,0.0010403
619,0.0343683,0.1784749,0.0010386,0.0020988,0.0054944,0.0119299,0.0154720,0.0066761,0.0114925,0.0013841,0.0009024,0.0010943,0.0337178,0.0561165,0.0044791,0.0029093,0.0034619,0.0003179,0.0002480,0.0994499,0.0334330,0.0558685,0.0066943,0.0265429,0.0066177,0.0017565,0.0037120,0.0005474,0.0003566,0.0991949,0.0064487,0.0261863,0.0020617,0.0007227,0.0011910,0.0244272,0.0039725,0.0106884,0.0048311,0.0175269,0.0108339,0.0015752,0.0039550,0.0015279,0.0005097,0.0991949,0.0044917,0.0170172,0.0043784,0.0006619,0.0013858,0.0320595,0.0032740,0.0098422,0.0031139,0.0119796,0.0212051,0.0012390,0.0041682,0.0061604,0.0008677,0.0987729,0.0027501,0.0111119,0.0079033,0.0005022,0.0016650,0.0438607,0.0024021,0.0086348,0.0019209,0.0089069,0.0254168,0.0009362,0.0043232,0.0180695,0.0015602,0.0967875,0.0014899,0.0073467,0.0769198,0.0016585,0.0076913,0.0201862,0.0003689,0.0020802
620,0.0316996,0.1698374,0.0008173,0.0014719,0.0033257,0.0059290,0.0088569,0.0047398,0.0061121,0.0008802,0.0007737,0.0008204,0.0136888,0.0290200,0.0024933,0.0020106,0.0022177,0.0002542,0.0002173,0.0695791,0.0134346,0.0288027,0.0064438,0.0133964,0.0049275,0.0017108,0.0022965,0.0004169,0.0002829,0.0693962,0.0061534,0.0131136,0.0013180,0.0006889,0.0008433,0.0180973,0.0037885,0.0058327,0.0050369,0.0100729,0.0075812,0.0015302,0.0023628,0.0006116,0.0003546,0.0692127,0.0047602,0.0097184,0.0016687,0.0005825,0.0008676,0.0203798,0.0033609,0.0056530,0.0031819,0.0075697,0.0114250,0.0011762,0.0024212,0.0015017,0.0005015,0.0688728,0.0025950,0.0070681,0.0027376,0.0004835,0.0009298,0.0348262,0.0021295,0.0053704,0.0015098,0.0057865,0.0151376,0.0008043,0.0025148,0.0056827,0.0007671,0.0685046,0.0010627,0.0050195,0.0612383,0.0013173,0.0048873,0.0075800,0.0003624,0.0010883
621,0.0191546,0.1465017,0.0008348,0.0015285,0.0036934,0.0068972,0.0081432,0.0048252,0.0066561,0.0009297,0.0007712,0.0008489,0.0159192,0.0410609,0.0027659,0.0019808,0.0024044,0.0003058,0.0002307,0.0772196,0.0157290,0.0408301,0.0072314,0.0182144,0.0036981,0.0018320,0.0024495,0.0004275,0.0002821,0.0772196,0.0070411,0.0179323,0.0011055,0.0007280,0.0008573,0.0114165,0.0043093,0.0065531,0.0053024,0.0119830,0.0053051,0.0015354,0.0025033,0.0006515,0.0003684,0.0772196,0.0051118,0.0116146,0.0014247,0.0006123,0.0008876,0.0161771,0.0033021,0.0063497,0.0030420,0.0086306,0.0074959,0.0012695,0.0025971,0.0012214,0.0004956,0.0771872,0.0028136,0.0081350,0.0021092,0.0004604,0.0009476,0.0501514,0.0024598,0.0061114,0.0014969,0.0065096,0.0163710,0.0008437,0.0027020,0.0029750,0.0007553,0.0755014,0.0009247,0.0057543,0.0631345,0.0013522,0.0054824,0.0055099,0.0003172,0.0010992
622,0.0145024,0.1426640,0.0007232,0.0012617,0.0026909,0.0046141,0.0053445,0.0039818,0.0046499,0.0007553,0.0006888,0.0007253,0.0102059,0.0140533,0.0019886,0.0017261,0.0018551,0.0002525,0.0002047,0.0187688,0.0099943,0.0138485,0.0057173,0.0099091,0.0025870,0.0015805,0.0018818,0.0003450,0.0002701,0.0186061,0.0054229,0.0096390,0.0009940,0.0006396,0.0007445,0.0071332,0.0034004,0.0045327,0.0044208,0.0076144,0.0034743,0.0013845,0.0019142,0.0005833,0.0003391,0.0186061,0.0040828,0.0072753,0.0012423,0.0005588,0.0007605,0.0100709,0.0029932,0.0044395,0.0026481,0.0059735,0.0054894,0.0011673,0.0019485,0.0010998,0.0004490,0.0183320,0.0022620,0.0055245,0.0019945,0.0004813,0.0008025,0.0134710,0.0021425,0.0042919,0.0014617,0.0046313,0.0080445,0.0007508,0.0020115,0.0027497,0.0006391,0.0181347,0.0010441,0.0039922,0.0162781,0.0012167,0.0039128,0.0032043,0.0003662,0.0009018
623,0.0172360,0.1310293,0.0008765,0.0016086,0.0038723,0.0071992,0.0087186,0.0052279,0.0071219,0.0009442,0.0008061,0.0008849,0.0147818,0.0292654,0.0029283,0.0020928,0.0025271,0.0002670,0.0002321,0.0433266,0.0145270,0.0290334,0.0080368,0.0174473,0.0039159,0.0018547,0.0025656,0.0003895,0.0002952,0.0431769,0.0077248,0.0171521,0.0012995,0.0007596,0.0009059,0.0138973,0.0043418,0.0070732,0.0052658,0.0124638,0.0055283,0.0016030,0.0026182,0.0010106,0.0003906,0.0429770,0.0049480,0.0120732,0.0021937,0.0006849,0.0009339,0.0241654,0.0037502,0.0068761,0.0031906,0.0091505,0.0094338,0.0011563,0.0027201,0.0022883,0.0005440,0.0427681,0.0028562,0.0086065,0.0033745,0.0005303,0.0010191,0.0330457,0.0024045,0.0064558,0.0019601,0.0068505,0.0187046,0.0009567,0.0028477,0.0040216,0.0008216,0.0401114,0.0014584,0.0060289,0.0397462,0.0016649,0.0057782,0.0054750,0.0003888,0.0011870
624,0.0103617,0.0696442,0.0004875,0.0007825,0.0017029,0.0049433,0.0080322,0.0021665,0.0045988,0.0004991,0.0004666,0.0004891,0.0055080,0.0191685,0.0013406,0.0010144,0.0011606,0.0001652,0.0001587,0.0378762,0.0053558,0.0190098,0.0028553,0.0096206,0.0042612,0.0008817,0.0013158,0.0002878,0.0001942,0.0378204,0.0026621,0.0094264,0.0006902,0.0004160,0.0005056,0.0190151,0.0017357,0.0042136,0.0020672,0.0065081,0.0063466,0.0007588,0.0014013,0.0006192,0.0002563,0.0375765,0.0018611,0.0062518,0.0026346,0.0003705,0.0005775,0.0228090,0.0014733,0.0039899,0.0013969,0.0044554,0.0108147,0.0005716,0.0015022,0.0035542,0.0003740,0.0373313,0.0012018,0.0040814,0.0050059,0.0003189,0.0006358,0.0327083,0.0011580,0.0033450,0.0009812,0.0033645,0.0207220,0.0004909,0.0016022,0.0070948,0.0005633,0.0367270,0.0006106,0.0028011,0.0356315,0.0007928,0.0029059,0.0075083,0.0002078,0.0007626
625,0.0104816,0.0586894,0.0005234,0.0008472,0.0017616,0.0031844,0.0044448,0.0022743,0.0030504,0.0005946,0.0004586,0.0005373,0.0052854,0.0092018,0.0015440,0.0009729,0.0012508,0.0001627,0.0001517,0.0139126,0.0051227,0.0090501,0.0024313,0.0062025,0.0017389,0.0008752,0.0012703,0.0003219,0.0002210,0.0138538,0.0022713,0.0059815,0.0007279,0.0004352,0.0005449,0.0069877,0.0015779,0.0030217,0.0019818,0.0046728,0.0039024,0.0008408,0.0013039,0.0004209,0.0002741,0.0138155,0.0017499,0.0043987,0.0010415,0.0004099,0.0005601,0.0099017,0.0014663,0.0029210,0.0013840,0.0036857,0.0070308,0.0006651,0.0013408,0.0017382,0.0003501,0.0134949,0.0011352,0.0033356,0.0026722,0.0003555,0.0005899,0.0110257,0.0011508,0.0027324,0.0010078,0.0028710,0.0096435,0.0005641,0.0013830,0.0070566,0.0004931,0.0107907,0.0006759,0.0023779,0.0129641,0.0008763,0.0024710,0.0075353,0.0002211,0.0006753
626,0.0111358,0.0386810,0.0005427,0.0009108,0.0020563,0.0037654,0.0041186,0.0032924,0.0037212,0.0006150,0.0005032,0.0005504,0.0071244,0.0096840,0.0016382,0.0012063,0.0013796,0.0002157,0.0001757,0.0110676,0.0069306,0.0095083,0.0025003,0.0067442,0.0019816,0.0008494,0.0014332,0.0002925,0.0002242,0.0109906,0.0023057,0.0065200,0.0007726,0.0004369,0.0005712,0.0052663,0.0016113,0.0034782,0.0022082,0.0055103,0.0027166,0.0008174,0.0014561,0.0004656,0.0002756,0.0109901,0.0019354,0.0052348,0.0010011,0.0004196,0.0005961,0.0063865,0.0014945,0.0033646,0.0014828,0.0042619,0.0041068,0.0006516,0.0015059,0.0008476,0.0003619,0.0105448,0.0011606,0.0039000,0.0019161,0.0003391,0.0006363,0.0080343,0.0011974,0.0031554,0.0010037,0.0033166,0.0059201,0.0005190,0.0015612,0.0021406,0.0005192,0.0100621,0.0007006,0.0027974,0.0093004,0.0008573,0.0028457,0.0028664,0.0002494,0.0007314
627,0.0111327,0.0485736,0.0005314,0.0008913,0.0020866,0.0041674,0.0052269,0.0027001,0.0038408,0.0007213,0.0004731,0.0005664,0.0074015,0.0124684,0.0019070,0.0010451,0.0014077,0.0001786,0.0001615,0.0208461,0.0072229,0.0123070,0.0032736,0.0077561,0.0031417,0.0008123,0.0015002,0.0004069,0.0002372,0.0207734,0.0030719,0.0075189,0.0013242,0.0004166,0.0006413,0.0072914,0.0016581,0.0034670,0.0021425,0.0056741,0.0039944,0.0006932,0.0015355,0.0008327,0.0003034,0.0206925,0.0019158,0.0053706,0.0016123,0.0003768,0.0006586,0.0098740,0.0013254,0.0033214,0.0014685,0.0042950,0.0050382,0.0006227,0.0015784,0.0013097,0.0004067,0.0199670,0.0011917,0.0038883,0.0019972,0.0003399,0.0007002,0.0115978,0.0010548,0.0031792,0.0010410,0.0033822,0.0064081,0.0005439,0.0016242,0.0023752,0.0005784,0.0198703,0.0007187,0.0028038,0.0173787,0.0009054,0.0029068,0.0034881,0.0002728,0.0007912
628,0.0301186,0.0816507,0.0007883,0.0015811,0.0044919,0.0088009,0.0120665,0.0052608,0.0085772,0.0008786,0.0006928,0.0008016,0.0159120,0.0318614,0.0033273,0.0018400,0.0028415,0.0002333,0.0001861,0.0586399,0.0157598,0.0316752,0.0047954,0.0178528,0.0071850,0.0014752,0.0029562,0.0008892,0.0003208,0.0585892,0.0045880,0.0175320,0.0029212,0.0005661,0.0010704,0.0190871,0.0029067,0.0076707,0.0035108,0.0121163,0.0102649,0.0011139,0.0031399,0.0020625,0.0005036,0.0583227,0.0032797,0.0116127,0.0050929,0.0004710,0.0012159,0.0252893,0.0022217,0.0070575,0.0019664,0.0087983,0.0123766,0.0009108,0.0032290,0.0048217,0.0007882,0.0583227,0.0016979,0.0080101,0.0059552,0.0003942,0.0013816,0.0356072,0.0015758,0.0065935,0.0012862,0.0067844,0.0172743,0.0007057,0.0033552,0.0084936,0.0012297,0.0568228,0.0009556,0.0055548,0.0460747,0.0012007,0.0059023,0.0096030,0.0002852,0.0016351
629,0.0077387,0.0310972,0.0007711,0.0015505,0.0046052,0.0108922,0.0146960,0.0066187,0.0104482,0.0010026,0.0006139,0.0008306,0.0564862,0.0962952,0.0034344,0.0018118,0.0027196,0.0002391,0.0002100,0.1575116,0.0562870,0.0960852,0.0093054,0.0393222,0.0068244,0.0013032,0.0029563,0.0006560,0.0003072,0.1573666,0.0090843,0.0390150,0.0020427,0.0005362,0.0009522,0.0282422,0.0033406,0.0097758,0.0037655,0.0223926,0.0076815,0.0010689,0.0030571,0.0008102,0.0004111,0.1572508,0.0035181,0.0219815,0.0021722,0.0004780,0.0010196,0.0447015,0.0023051,0.0093735,0.0017807,0.0140392,0.0153025,0.0007922,0.0032394,0.0020252,0.0006025,0.1570518,0.0015137,0.0134367,0.0036728,0.0003828,0.0011410,0.1138678,0.0014061,0.0089559,0.0012714,0.0095792,0.0302251,0.0006511,0.0034518,0.0056514,0.0009251,0.1568307,0.0009291,0.0086541,0.1452994,0.0011398,0.0078590,0.0086646,0.0003273,0.0013667
630,0.0087497,0.0191259,0.0006485,0.0011747,0.0029977,0.0080405,0.0185918,0.0036937,0.0085892,0.0008564,0.0005779,0.0006835,0.0079402,0.0557399,0.0024812,0.0014381,0.0019087,0.0002365,0.0002025,0.1471228,0.0077408,0.0555374,0.0053689,0.0222184,0.0082954,0.0010893,0.0022177,0.0004022,0.0002615,0.1469571,0.0051695,0.0219569,0.0018769,0.0004804,0.0007610,0.0515512,0.0021336,0.0079283,0.0028766,0.0146641,0.0113408,0.0009799,0.0023474,0.0008234,0.0003398,0.1468642,0.0026528,0.0143243,0.0026899,0.0004459,0.0008125,0.0933586,0.0019235,0.0075437,0.0018236,0.0098804,0.0196068,0.0007911,0.0024777,0.0020923,0.0004736,0.1465917,0.0015476,0.0094069,0.0047213,0.0003710,0.0008996,0.1314192,0.0014272,0.0067304,0.0012640,0.0072174,0.0399705,0.0006567,0.0026442,0.0059942,0.0007369,0.1465917,0.0009178,0.0064804,0.1432805,0.0009178,0.0059475,0.0088196,0.0003100,0.0010562
631,0.0092100,0.0353589,0.0004728,0.0007410,0.0014918,0.0026271,0.0033742,0.0019900,0.0025087,0.0004951,0.0004557,0.0004743,0.0054183,0.0075323,0.0011857,0.0009664,0.0010584,0.0001784,0.0001308,0.0089801,0.0052558,0.0074015,0.0030591,0.0046491,0.0026119,0.0008584,0.0011138,0.0002550,0.0001915,0.0089036,0.0028495,0.0044576,0.0011131,0.0004286,0.0005057,0.0045471,0.0016895,0.0023262,0.0017993,0.0036588,0.0028665,0.0007512,0.0011262,0.0006585,0.0002552,0.0089036,0.0015802,0.0034036,0.0014038,0.0003766,0.0005188,0.0055330,0.0014011,0.0022724,0.0014066,0.0028986,0.0036011,0.0006301,0.0011456,0.0011588,0.0003274,0.0085130,0.0011675,0.0025713,0.0018103,0.0003281,0.0005470,0.0068928,0.0011250,0.0021712,0.0008878,0.0023535,0.0050847,0.0005434,0.0011699,0.0022346,0.0004486,0.0074196,0.0005969,0.0019049,0.0076864,0.0007805,0.0020313,0.0026099,0.0002315,0.0006007
632,0.0328592,0.0634383,0.0006291,0.0011702,0.0031985,0.0060355,0.0073582,0.0027937,0.0055587,0.0008175,0.0005358,0.0006763,0.0060989,0.0234320,0.0027010,0.0012632,0.0020480,0.0002315,0.0001960,0.0367852,0.0059080,0.0232359,0.0043919,0.0114174,0.0042951,0.0010162,0.0021567,0.0005872,0.0002747,0.0366493,0.0041653,0.0111427,0.0017291,0.0004748,0.0008128,0.0106740,0.0021451,0.0052302,0.0025362,0.0080331,0.0057794,0.0009497,0.0022197,0.0011287,0.0003727,0.0365435,0.0022758,0.0076605,0.0029155,0.0004262,0.0008951,0.0176071,0.0017715,0.0049407,0.0019161,0.0061593,0.0103102,0.0007916,0.0022885,0.0028255,0.0005508,0.0362833,0.0016033,0.0056085,0.0038143,0.0003619,0.0009990,0.0253493,0.0015465,0.0045989,0.0013151,0.0047453,0.0179473,0.0006166,0.0023615,0.0053718,0.0008588,0.0355993,0.0009434,0.0038865,0.0329724,0.0009957,0.0041109,0.0079857,0.0002892,0.0011632
633,0.0057474,0.0213487,0.0011261,0.0022262,0.0059621,0.0119823,0.0163043,0.0088117,0.0116651,0.0013789,0.0009682,0.0011697,0.0436003,0.0520028,0.0049055,0.0030694,0.0037787,0.0003523,0.0002785,0.0660704,0.0433736,0.0517243,0.0116194,0.0329188,0.0089815,0.0022995,0.0039079,0.0006509,0.0003903,0.0659244,0.0113927,0.0325285,0.0030306,0.0007255,0.0012647,0.0252630,0.0063874,0.0111867,0.0057484,0.0225920,0.0105438,0.0013951,0.0040229,0.0011406,0.0005112,0.0658905,0.0054605,0.0220808,0.0035121,0.0005261,0.0013320,0.0298464,0.0034457,0.0108689,0.0024605,0.0152949,0.0130848,0.0010338,0.0041870,0.0027186,0.0007272,0.0651061,0.0021025,0.0145677,0.0047434,0.0004791,0.0014702,0.0395351,0.0019007,0.0102260,0.0016543,0.0111095,0.0210919,0.0008496,0.0043707,0.0063593,0.0011509,0.0639997,0.0012356,0.0099587,0.0597581,0.0015587,0.0092088,0.0096100,0.0004323,0.0017349
